,user_id,restaurant_id,actual_rating,recommended_rating,latitude,longitude
80,FEwPxhjdVKxSPVQQAHX2gg,2dCnTMv3Hh-fM8bOjYS4Xw,4.0,3.5784666860578467,36.1437858,-115.2266305
81,Q7xxvMVhns_CZ7G0b4Cxrg,HmsCerK_rub0Ulo0aC0f9A,4.0,3.5013497849188266,36.147262,-115.299964
90,5bT16QvBp6t33vIfqtJahg,EAwh1OmG6t6p3nRaZOW_AA,3.0,3.916644989382952,36.11299620000001,-115.1633962
93,kwIhn1_cnQeUaLN0CuWWHw,Nr5TGaBoGraxbZBCzKyvuA,4.0,4.1403633680731335,36.1266614,-115.1956584
100,oFyOUOeGTRZhFPF9uTqrTQ,VahVKCDFougCFlWH87OYZQ,5.0,4.487363134327613,36.050869,-115.2441452
101,8DBH3BpLINfTAK_Up5BtUQ,5TeA1dyLR7MIor-DfIrYog,4.0,4.079647837055519,36.144412977600005,-115.1186299324
102,ShPNNs-sbMvrjTT0BuPvcA,ItqPtxnayraXSlBS0EMOgg,4.0,3.842063687020964,36.1669213,-115.1498378
109,9UOkuQK9u3VdU4JqqDKfLA,0_aeYE2-VbsZts_UpILgDw,4.0,4.173872709119922,36.152831458,-115.3338667748
113,LvLaYXjvzdrPDXC3Zv3XoA,eoyvbnRYQe-z85e8Rc6vAg,3.0,3.3167318604580807,36.1703149,-115.1448997
115,WnzRueYdRWNSbkXB0_0i4Q,f4x1YBxkLrZg652xt2KR5g,4.0,4.143894440363583,36.1181806906,-115.1715797813
120,OPJ0TW8tt5UanY2_YpCgIQ,XQJr9_jZR1vOoZVcZfDDwQ,4.0,3.041996967351159,36.0379386,-115.1818294
122,oeAhRa8yFa9jtrhaHnOyxQ,dn_ipqbm7_jUz5X3rDez_A,4.0,3.3869062799694216,36.10831760000001,-115.174085
125,cMEtAiW60I5wE_vLfTxoJQ,4JNXUYY8wbaaDmk3BPzlWw,4.0,4.094527375106703,36.112859,-115.172434
128,o9D90Dr6z27JL6AlivsoFw,JbopSXzZIy7id23GJsO9pA,3.0,2.906890412215778,36.1462743378,-115.3010218218
130,9_dHJM9z0Pn_4W8v6u4fSg,w8RWhhuKxMiFCpvFvIQ3zg,4.0,4.382254318049813,36.1191259407,-115.1772566948
131,7knsmhYRNtVunh6sNvrrtg,PbNKg8t_VNKzxPKydtkFDg,2.0,1.9334133272542269,36.057182,-115.278528
133,Jk7sjPeIFcaGO3IJOOQ1Pg,DkYS3arLOhA8si5uUEmHOw,3.0,3.852717096334371,36.109418,-115.1718738
138,ju5QIg3E6QbcZhtG-gF6Qw,kABF0hYfAEnl166mn1zR1A,4.0,3.4430529855182637,36.0634970519,-115.24173279879999
139,ETcumjPCkLLvb7xSsqLOuA,0EgYXYjt2XJL4hlsKnzrcw,5.0,4.628894934500313,36.16574110000001,-115.1329505
148,WU9eoIz9KCcSB4bAxhOHXQ,BqXuk5peVO-lIovXCv9CyQ,4.0,4.6761741993148265,36.0949946,-115.2982015
150,8RcEwGrFIgkt9WQ35E6SnQ,vYOtdnBm-45KQiiHj8jqaw,5.0,4.220472749488303,36.1062048737,-115.1743502972
156,vWP8-aQX0rYJszqkWVL7Ew,EAwh1OmG6t6p3nRaZOW_AA,4.0,3.7785969084836046,36.11299620000001,-115.1633962
157,i4eQXKpWn7E-SU0wDAHEMA,0Nb4piKDUVbedlrakwEUuw,3.0,3.3136126829104464,36.3025900575,-115.2847559785
159,QJI9OSEn6ujRCtrX06vs1w,jO3ikdNbF_TGGv87izTkEg,3.0,3.4786296366880713,36.1972178336,-115.2641317248
162,5gbkhlWANGVzQYi_0m3vOQ,01VPJkcU0m8WzlA7dCEpVQ,3.0,3.7130826688325143,36.126770935100005,-115.2076159086
163,7tpZVkiYuMbDP4-NufK2Iw,UGy0QULAPPRcOUJQSiRmGQ,3.0,3.0574420546469407,36.2191781,-115.2624712
171,8la7DygWKVkfpDatXztktg,qkyCuFJF2Uboh6n2Lmuwlg,3.0,3.4259063336564446,36.126027151399995,-115.1929696908
175,76xS0Vin4uT25XKaxbsvmQ,5iHctUjkQTGwEvOaBkwMRQ,4.0,4.025600051500792,36.1673841,-115.1458384
176,bLbSNkLggFnqwNNzzq-Ijw,DESv2ys6SjBKA4SyDtJvxw,4.0,3.5557078056802505,36.109198342199996,-115.1519553743
180,oH8VRfBM32i8hfmgliQPmg,q4v-I9j1v7WqtxR12uEMxQ,5.0,4.590429042012877,36.016485,-115.117119
187,9dd0C3KQD6Gq-hiE-w9nKA,ItqPtxnayraXSlBS0EMOgg,5.0,4.150250908757897,36.1669213,-115.1498378
189,bDC80y5MyeVumE0NjHStgw,eiTWTVThkHr-DKXxIysbgA,5.0,4.292205854298983,36.04375,-115.243965
194,n1cGg7NpJspFPUcyYO4lzw,-oUM2uISux96lMGeawHIOA,2.0,2.0832864178121877,36.12677,-115.169178
196,7zZOZu02Mir91ikLG1RAnw,dYDuaXVyIXMXlmeMYf2ktw,4.0,3.799993595824427,36.09571500000001,-115.2982684
198,Nh75diBuPgSSBMNoT5IGDA,dkCi6pb2tP-BPTGTgv23zw,5.0,4.107126246795955,36.1104125,-115.2067011
201,qF1sK_bORnDFZPeag7CiqQ,j00iBr6uYnwgFs_J5y9f0w,4.0,3.271919946853469,36.06397670000001,-115.24146299999998
202,vKsoRog51j2820WF8LV9YA,gqdqnFg2lYeSyS20q2ZK_Q,5.0,4.710895872019887,36.0569792,-115.2801062
203,rqb5abV146wcU-Z7JxfEIQ,RMIZvXChyfDWzWbNOK0l9Q,2.0,2.5504930544254423,36.08667979999999,-115.24326409999998
204,Sw69CeTA03hsCR_UqJTlvA,kXl44keW3wZaJpjEqHk30g,4.0,3.670337606644739,36.2415413,-115.07939640000002
205,q6uNOuHAPaMjDHHRJCl-8Q,deL9fV4Jw3XhS0WqGRKgiA,4.0,3.9656996646056406,36.1701440483,-115.14336903530001
206,n-U5fa4B0hKfmRSZ-M7BMg,4JNXUYY8wbaaDmk3BPzlWw,5.0,4.110717878577227,36.112859,-115.172434
207,7tpZVkiYuMbDP4-NufK2Iw,ybHlmdUHLPKfv85bRK4Wtw,5.0,4.36191284092514,36.0350856,-115.1357861
210,jX7n6KfNZ22kBh6AHhxRbA,SAIrNOB4PtDA4gziNCucwg,5.0,4.893763315597621,36.143924215300004,-115.1917272624
212,n1cGg7NpJspFPUcyYO4lzw,S_5VQYMMa4aD3NzgYLkvhg,4.0,3.5591649274407318,36.1487348,-115.2099431
213,HkVnslspLbmATUzBs3ZdKQ,2SfSzEd3B7WimeZac23zhg,5.0,4.715662008308417,36.166996958,-115.286524787
215,48vRThjhuhiSQINQ2KV8Sw,w8RWhhuKxMiFCpvFvIQ3zg,5.0,4.405669635555683,36.1191259407,-115.1772566948
221,xKQ1qs55RYhicqYA8jG9Vg,E9HkUYYO_-5vKjvBwLuDIw,5.0,5.0,36.198736,-115.28283190000002
222,ssgRnGGXxigWTEXM-n92lg,VWtT4DKxQ4YVRWT88Z5SMA,4.0,4.144299533521924,36.069821519899996,-115.22487218229999
236,v3fFpEtBOD787utMa2LxrQ,0QSnurP5Ibor2zepJmEIlw,5.0,4.233565266066675,36.124897003200005,-115.2791671753
237,BIcfTJw4-76b9NuZUgpKIA,cJWbbvGmyhFiBpG_5hf5LA,4.0,3.793147631994101,36.1077570331,-115.15169125700001
238,7tpZVkiYuMbDP4-NufK2Iw,LPnGdeEJyMMO02e02PqZBA,4.0,3.7225187245251035,36.118399,-115.172945
239,ptqOIs3ZwYPMU466assCQg,guNwEuspisHQ34ONA1SLRA,4.0,4.639002005442066,36.1962389,-115.1190162
243,o68A_3bAJTge-ioGXHdxKA,lym9VHmU2QupopVsMGt7lg,3.0,3.190026862759938,36.1953091495,-115.2477486843
244,V-BbqKqO8anwplGRx9Q5aQ,jbbFSVdIrac2QBuSV-NBLw,2.0,2.9465716153496118,36.11237,-115.170678
250,vKPEH0q3m8TBkrkNLAurQQ,E6VoYfE4YDQueOHYpdyQaQ,4.0,3.2870695480927266,36.0772861605,-115.2981759269
258,HaJT3TVBPe0ZKb5lkGJTwQ,olmCDBoMF-EhN8U2livBSg,5.0,4.5351498427037,36.0109982442,-115.11995799510001
265,ImnJ5KKaWWNjj1E9kEArmQ,AtD6B83S4Mbmq0t7iDnUVA,5.0,4.433630389624581,36.125569,-115.210911
270,W5NduvWX04nIazbmgBtpEw,EAwh1OmG6t6p3nRaZOW_AA,5.0,4.039423145574509,36.11299620000001,-115.1633962
273,EHvPZx_EY_s4r_5K6fL6tg,rq5dgoksPHkJwJNQKlGQ7w,4.0,3.983620495914624,36.164180226599996,-115.2896297427
277,BMEmpeosi4LfwRlAMgtjbg,DqcD3YflYhArFsC4KVUnOw,5.0,4.5947884910311485,36.0126172464,-115.1197073758
280,6NK3jFV7T0oOIt2lRaSBUA,IZivKqtHyz4-ts8KsnvMrA,5.0,4.621092327200624,36.1270199715,-115.2096439898
282,oFyOUOeGTRZhFPF9uTqrTQ,SgSVJWgMwFteYyz4OlHu9Q,5.0,4.587235339126363,36.1422543574,-115.2794232783
284,qewG3X2O4X6JKskxyyqFwQ,w8RWhhuKxMiFCpvFvIQ3zg,5.0,4.202715575992712,36.1191259407,-115.1772566948
287,hZfzVrhsCQ9JDAb2jYoJNQ,3RiFtEJ6AAvS0x_z38HChw,3.0,3.7311981807938617,36.104435,-115.1367851
296,f587WkOuLAotgXOVAybylA,U0UnBjz9DugW2qRZputKBg,3.0,3.9095563003924827,36.1150513,-115.2365638
302,otgJn5Z4Ka7xTO2Pn8QKKQ,QDeB3ZtWYzVJJ0KK-HM-PA,5.0,4.344141182190588,36.12656320000001,-115.2042227
303,u9MhOBHowa0APIoGGtIW0w,2XaCV8VwXuJAmyqif0_RVA,5.0,4.347454238459592,36.2689328787,-115.1104076207
308,zh7sSdnM3CefK8RBRWahZQ,riFzCvp77DMKDX-5GoTpqA,4.0,3.528953835442558,36.0114062572,-115.1757787001
310,QnfnKN0bXlXn3kNOfDDkfg,IB8zLlGraOg9LU7qQVLPyg,4.0,4.342122358793537,36.1268121273,-115.1747676949
315,KQm9OgdujLZiMRTksmj83w,pCxzM4yOWyPQwZw11Y34Tw,4.0,3.4131393295082213,36.09445720000001,-115.2088673
316,IQTzpSyZphASEnQS2I0Ckw,WtsxMPURczWQY7y6cNUy8Q,4.0,4.365053820510112,36.144583,-115.139501
319,ykWNHp1RXcmx6PYH921UrQ,OjApDLQUPV8c_yPCg8xZog,3.0,2.775928844802809,36.0682464,-115.1785589
320,-OmhRT7Y-rtI-28VYDhQ6g,g8oxQ1Ji9mr9PMjhEfaWSg,4.0,3.254337996665293,36.0994443035,-115.17546848709999
323,CDvhiRiczAq0M5pktyiyog,2DydwQRkIutHarWT_o1L0Q,4.0,3.263244479594759,36.060423,-115.224332
325,3MO--ENqKScLFQFuW1751g,4JNXUYY8wbaaDmk3BPzlWw,4.0,3.4980423233111457,36.112859,-115.172434
327,YIMeEHUYm69m-Mqf-NjPHw,Mq1_dvcg5mbeplEmCEoUtQ,4.0,3.984467637376072,36.1003360552,-115.0991612417
328,iSRz22Zv-0eKzyuB3kchJA,xkVMIk_Vqh17f48ZQ_6b0w,5.0,4.1748249860312034,36.102642001,-115.1686254367
331,W1RXN13QRcnnMQImd2rhKw,fL-b760btOaGa85OJ9ut3w,4.0,4.180474205244034,36.1321875,-115.1770963
335,toJLjXjSofVNJ1icmMwzfw,iSvYimxtJTiyXX1QCQr0Xw,4.0,4.697355736635327,36.0336334,-115.2074885
337,8Ox2EA8A7FVSzVEM3TRn7Q,gcouHCQrswvakJ6xSEKtFQ,4.0,4.057621616505831,36.144921,-115.172641
338,iMVHqFAY79af29FgZceOGA,0EgYXYjt2XJL4hlsKnzrcw,5.0,4.663597122214499,36.16574110000001,-115.1329505
340,HIFlHiXU-TjEyqzPjDXAZQ,YuhAHVsstmDENWuZM30tMA,4.0,4.268538115964411,36.0572622015,-115.1577220407
341,GkK2CrXnHq0mIEcW4TPceQ,o5nPu-ITfZ2OYx-6cU3moQ,3.0,3.9198718896414544,36.0349231,-115.2071412
343,3nIuSCZk5f_2WWYMLN7h3w,igHYkXZMLAc9UdV5VnR_AA,5.0,4.497831794085914,36.166576,-115.286232
349,-Fy91nyOFqPv9M_MaZ4W2g,_OTl6V2oUfMMmoDWD2nXVg,5.0,4.238074451238045,36.2031099,-115.2602202
351,JYcCYNWs8Ul6ewG5kCYW4Q,Gml97gSULiA6HFjie01d3Q,4.0,3.3888539664549056,36.173035,-115.24276100000002
353,9UOkuQK9u3VdU4JqqDKfLA,IZivKqtHyz4-ts8KsnvMrA,5.0,4.536932399018091,36.1270199715,-115.2096439898
355,RpLeX_kRHbrW5v5YH-R0nQ,WETHRoXB2IbixndSlOktJA,3.0,3.5914010087472104,36.2835006714,-115.26988220209999
356,3tCzdXFXke958utEjcSdmg,nlsibvBeSc8vfus2KuQatA,5.0,4.7474389829496255,36.1015133836,-115.31443387270001
358,CSbp8Jw94FclypeI_JHdEQ,WKshNnFUI4uQee5kz6PUGg,4.0,4.3049063283360995,36.163872566500004,-115.1458770927
360,ro8lGoWMsa49B3tWLaWwSA,Qy_tDaVTWlS14fEglzo1Tg,5.0,4.120265519779998,36.1288897304,-115.3146240586
362,T5KBc5QbwZ-Oj9ApE4vZJA,dn_ipqbm7_jUz5X3rDez_A,4.0,3.735427703974485,36.10831760000001,-115.174085
364,umZPUpLSJuCTXLckxA4nmg,w8RWhhuKxMiFCpvFvIQ3zg,5.0,4.267550492310677,36.1191259407,-115.1772566948
368,W5NduvWX04nIazbmgBtpEw,8YJOMfdnk42v3PvpkDxJGg,4.0,4.132891909202137,36.01096,-115.120573
369,A2N4y0VeZ-3TtmBVCSVVnQ,Wfl_ch21ojyHsPnkvvnstw,5.0,4.708207917743027,36.108898,-115.151261
370,q0wcFMDeV57s-Xi-eXZmFg,rdE9gg0WB7Z8kRytIMSapg,4.0,4.6937749672893165,36.0701464765,-115.1738562678
374,OXSJCjKtvZPf-YPDCXcWZg,hRZadfm7OEOzk0qjuk8BXg,4.0,3.681716455519025,36.1667009,-115.2870029
376,O8BcJ8S4JwHHZWnx3Asd1A,6bU4NFkXbdbvnQBDa9-nfQ,4.0,3.464595401490254,36.128569,-115.2241611
377,zwhty_ZmxbHAHoDfMjNbag,UUGoM4q4i8rK2CBRS0xDAw,4.0,4.221067713781225,36.1119459216,-115.1768767834
378,UYcmGbelzRa0Q6JqzLoguw,Oto60yDwk1z72WmfWEYrjg,3.0,3.1263063731803546,36.01141900000001,-115.175226
381,zBi_JWB5uUdVuz3JLoAxGQ,3BCsAgo_1i4xMuTyLKMLRQ,4.0,4.2490451723457845,36.0758761,-115.1817259
383,WdD8hWn-NjSyDYoHqin_tQ,_OTl6V2oUfMMmoDWD2nXVg,4.0,4.142639157061732,36.2031099,-115.2602202
384,7A7FOLZZKL0iokQVOAEbgA,zEaGcSVPDQipnRdEZp-F6g,4.0,3.8105327931109474,36.1578224556,-115.3112018601
385,HaJT3TVBPe0ZKb5lkGJTwQ,Ekxhn3gyMfoXslnVxhZn3w,4.0,3.522056439060273,36.195937,-115.227792
386,N044aCKJv3G5WuvwT5AJcA,HnQVDNGFWOS5zle0dhpOkw,4.0,3.290081820911417,36.112890415100004,-115.2975437254
388,gt5NfNrG8e_4TNBZeyBbfw,wwgH65yjLssksjz8ASU3QA,4.0,3.0965280542313485,36.1440005,-115.206161
390,91OffSkHKrOu9x76iD7Teg,AYe8rS3qBPuLHSwNOZSbcA,3.0,3.4042377211101744,36.1450494098,-115.33282447059999
398,FIk4lQQu1eTe2EpzQ4xhBA,Qc0l8rZ3nvrcERitgxu8XA,4.0,4.4695131082240325,36.1594778,-115.17122240000002
400,ImQcYcuEisN7zVlTKSPR_g,pik4ebdFa0UcUhnNkivFcg,4.0,3.92709672345298,36.1193209467,-115.1752004472
402,K7W2UaUGJvpbqiqObRhQQQ,kABF0hYfAEnl166mn1zR1A,4.0,3.672653989834596,36.0634970519,-115.24173279879999
406,Y2jRTW_yFPwd1Nhu5fCCPg,SUd3IyEN7n5OYEGyt_U5lg,5.0,4.486442397405336,36.2649537244,-115.2519058809
408,iGeYoyoZPrtswhXDIcMlHA,0zb1wdN4YN_ti87B_JIseg,5.0,5.0,36.146904618200004,-115.2098025754
409,QmdHwJ0IfhdeOLOyA6mqrw,4JNXUYY8wbaaDmk3BPzlWw,5.0,4.559020541726059,36.112859,-115.172434
414,HRyFtrmf19GTKEM_kOa2pg,I01C9Xg_SVyMrQSGIGeQ-g,3.0,3.88116592205639,36.068142383200005,-115.17481734569999
416,zD0BHN6u0-nyy_B1pBXxEA,zdcesxBdjljRgS0QmCgkBg,4.0,4.1102190461910775,36.121429,-115.1448532
417,rUF1kmoZWeRb4Bgr2grFzQ,VWtT4DKxQ4YVRWT88Z5SMA,4.0,3.9503554223710142,36.069821519899996,-115.22487218229999
418,J4LGq7xYlHDfbfHbwbyK8Q,fnIYKuME5bdxjifvHbP45Q,5.0,4.533266923016633,36.1271948,-115.2413401
419,ewDNa_FRoG71UFm56eTGkw,FvVSy2r7_zDEhZWqLgjXNQ,3.0,3.7696490859635965,36.1761018,-115.2602821
420,8g-IA2xZoWkt2Ui4ThQ90g,XBEx2FI2GKmsjs7eWNr7Lw,4.0,4.621728232158835,36.1525834,-115.2435895
422,un5LELsWFeTx8-B8hcArRg,YeYtDdGRonHddnviDc1q7g,3.0,3.110287241773455,36.02536389999999,-115.1190162
423,XUEwSGOGARxW-3gPiGJKUg,_cs_J4j8XXyBgihJs83qUg,3.0,2.593986179091535,36.0447704,-115.2440255
425,4X2mc4UWuCn0lZPJ-989eQ,QCCVxVRt1amqv0AaEWSKkg,4.0,4.575982642663741,36.1575507132,-115.152820746
426,fS86t0IvNj-kDBae2mJHSQ,yGd87bkFijZ6YHrHtW5maA,4.0,3.384193771899528,36.2377817298,-115.23143699479999
432,d5BpyRtd03vpxguCa8NmFg,tstimHoMcYbkSC4eBA1wEg,5.0,4.1850110415970585,36.1956146,-115.0405289
437,JYcCYNWs8Ul6ewG5kCYW4Q,olmCDBoMF-EhN8U2livBSg,3.0,3.709411581374903,36.0109982442,-115.11995799510001
438,hkSiQAfl6w3882JJQzRTlQ,RESDUcs7fIiihp38-d6_6g,3.0,3.7199030259860097,36.116113,-115.176222
439,06o1DmiBoiyxI2q3v2QRbg,065c76tt1dXBNmoGBymUgQ,5.0,4.182653740788712,36.1677987235,-115.13820323040001
440,x5q7AGwfpctUuCzcOXx1Wg,QSS4Jry8zQv8yGfkUhsZLA,5.0,4.545214334385966,36.145727,-115.1903294
444,7Q6nBHl6NJ9gbJ900FkkAg,p5rpYtxS5xPQjt3MXYVEwA,4.0,4.189274426468839,36.026212,-115.1193405
446,icl8trgFuiUJcHIhdllpnw,MqYYYNA-ZYvV-1w5qcmMoA,5.0,4.152258799946044,36.0912561066,-115.17648249860001
452,FIk4lQQu1eTe2EpzQ4xhBA,8K3CRM4COa0SSBEvli0fJQ,4.0,3.911138892988886,36.1448066,-115.2739885
453,eZZyuJDouIg4p-GYB3PV_A,ixAh9crILnJ9tM8LhWFhkw,4.0,3.822347949429112,36.0732064948,-115.24353821780001
457,FQbVI3UyKlL-HfQGcRF8aA,C9ImzBi5fn742ZcAYDww2A,4.0,3.9922292733871134,35.9949501,-115.2062178
458,xr5xLhd68z9vmiAO5SXECw,vl2IZrNJEA8npSjqXbdwxw,4.0,3.924012770951435,36.204189,-115.260244
464,NSS0m8Qz6-XCTK8RCI6RKA,AUZQbqGldMpNURXCh-UuUQ,4.0,3.8742243971282684,36.1137695312,-115.1755599976
466,QzXS25_FwIUrYTyDMZkUQA,ugf6qjoG5h6VXR5-vpq0Qw,4.0,3.7374021317237953,36.144875,-115.302719
468,pm7K54T6OmsDHREtiVBWGQ,GTcnXw53TmOkpzFPmuRI6w,4.0,3.465248491837264,36.1182191,-115.1359092902
474,PomQayG1WhMxeSl1zohAUA,PwTsXVAm19AZ0jnAyYSvZA,4.0,3.1603019502494454,36.0194669,-115.117383
475,22OBHgW9aANX3vG87A-RSA,g8oxQ1Ji9mr9PMjhEfaWSg,4.0,3.4742054326935867,36.0994443035,-115.17546848709999
480,F1_WWxCjdHhMKBjPS9ljvQ,zRqi6L1u-YmmVAHjeUbGMQ,4.0,4.464838598435094,36.0562823585,-115.2804281391
487,FEwPxhjdVKxSPVQQAHX2gg,z5J9U_HU4iVLwaCH6rdC2w,3.0,3.3120117809370093,36.196409,-115.2402771
490,SAWkTZbP79ildfrDsiqUrQ,IB8zLlGraOg9LU7qQVLPyg,5.0,4.284186153381197,36.1268121273,-115.1747676949
492,TnhTyk1qfJ8jL2bHpeTrhQ,d0N5HcdMCeXcX81hcRVUFw,3.0,3.9026459474227897,36.071933181700004,-115.1153871417
499,zD0BHN6u0-nyy_B1pBXxEA,qVbZ_VrZEGJKJg9ZpkGzjw,5.0,4.468205930554747,36.108898,-115.151261
500,PSI7wvuqEhhV9Jh_fP2eZQ,MVjkFLHNJmbQ-ZTd3QY3nQ,5.0,4.536857763995769,36.115773504,-115.0957367136
504,PAzgMhSXGokkOw2CMZUI1w,f4kNNLU_0q_2J711jCN7dA,4.0,4.4120830507311615,36.1137051,-115.1382774
508,tH0uKD-vNwMoEc3Xk3Cbdg,aQUo8irLBywAZN26ln_Q1w,3.0,3.5613163732970214,36.1700878,-115.1396153
509,BvVAypE18TeuMdF1aDw51g,4Odbtgh9g8XUKorRg7MTHg,5.0,5.0,36.145455149600004,-115.1163176664
512,-ne-7caCLAk2j3kD7tzBGw,xtYiHTmunjfCN2sUaQxBjA,3.0,2.7174255868675767,36.1172377683,-115.18761798989999
515,vwW4XpHF_VYzy6BWdnlN6A,yYwTV3c9Q3S1UDdpDhjgTg,3.0,3.5008609041997203,36.1469882062,-115.2994772733
521,hem7ZHa4Mz_m4x0qIMCynA,NvKNe9DnQavC9GstglcBJQ,4.0,3.8067730131985216,36.121822,-115.168855
523,XLNaiWF21OsAf0fMV6kuSg,zK7sltLeRRioqYwgLiWUIA,3.0,3.4899532083475138,36.1688226288,-115.14023399969999
527,A1mDYysACr_X4gU-k0EVbg,F2HKV9oJhnIKQ-M4Gt4Ftg,4.0,3.863327590066602,36.2185398,-115.2431106
532,w9WmBotuUdQlmuLa3XUkFQ,HaWU8ICNtjIkCN_ZNrx1hw,4.0,4.439558982502977,36.0845009115,-115.2413614308
534,UQB87Neb-M6xbxT6hi9rcw,0XEqyl_lVaJNHRKxNcjJZg,4.0,3.764572998542541,36.1453562,-115.1794209
538,6xFDdAyVNWgoglBZZvAOCg,A0X1baHPgw9IiBRivu0G9g,4.0,4.4291000021345095,36.157591127399996,-115.2856576831
541,Wnet-0dXJnFVGikKJ_cfgw,3LWsVfsSmb_Nzbi2YQ-NIA,5.0,4.06148020357556,36.1162841619,-115.13597667360001
542,msIJhX2FRRgzqjQHUJaoGA,EnCIojgP5KTr1leaysFE3A,4.0,4.858999154158613,36.1518972,-115.1525341
